price,rating,5G,NFC,IR_Blaster,Processor_Brand,Core_Count,Clock_Speed_GHz,RAM Size GB,Storage Size GB,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,brand
0,0.8504672897196262,0.0,0.0,0.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.325,0.275,0.5514705882352944,0.41025641025641024,0.5714285714285714,0.0,0.375,1.0,0.5555555555555556,0.5,0.0,0.0,0.0
1,0.9626168224299065,0.0,0.0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.375,0.0,0.375,0.41025641025641024,0.5714285714285714,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.018518518518518517
1,0.4766355140186916,0.0,1.0,0.0,0.0,1.0,0.5,0.2857142857142857,0.2857142857142857,0.625,0.075,0.49264705882352955,0.41025641025641024,0.5714285714285714,0.16666666666666666,0.40625,0.6666666666666666,0.25925925925925924,0.5,0.0,0.0,0.0
1,0.4392523364485981,1.0,1.0,1.0,0.125,1.0,0.25000000000000056,0.2857142857142857,0.2857142857142857,0.625,0.075,0.49264705882352955,0.41025641025641024,0.2857142857142857,0.16666666666666666,0.40625,1.0,0.25925925925925924,0.5,0.0,0.125,0.037037037037037035
1,0.6635514018691588,1.0,1.0,0.0,0.0,1.0,0.5,0.5714285714285714,0.5714285714285714,0.625,0.18333333333333332,0.49264705882352955,0.41025641025641024,0.2857142857142857,0.16666666666666666,0.40625,1.0,0.5555555555555556,0.5,0.0,0.0,0.05555555555555555
1,0.8130841121495327,0.0,0.0,1.0,0.25,1.0,1.0,0.5714285714285714,0.5714285714285714,0.665,0.2791666666666667,0.5220588235294114,0.41025641025641024,0.8,0.0,0.625,1.0,0.5555555555555556,0.5,1.0,0.0,0.07407407407407407
1,0.8130841121495327,0.0,1.0,1.0,0.0,1.0,0.25000000000000056,0.5714285714285714,0.5714285714285714,0.625,0.2791666666666667,0.625,0.41025641025641024,0.5714285714285714,0.0,0.625,1.0,0.5555555555555556,0.5,0.0,0.0,0.037037037037037035
1,0.5887850467289719,0.0,1.0,0.0,0.25,1.0,0.25000000000000056,0.42857142857142855,0.5714285714285714,0.225,0.275,0.2279411764705887,0.41025641025641024,0.2857142857142857,0.0,0.40625,1.0,0.5555555555555556,0.5,1.0,0.0,0.09259259259259259
1,0.6635514018691588,0.0,0.0,0.0,0.0,1.0,0.25000000000000056,0.42857142857142855,0.5714285714285714,0.625,0.1375,0.2279411764705887,0.41025641025641024,0.0,0.0,0.40625,1.0,0.5555555555555556,0.5,1.0,0.0,0.1111111111111111
1,0.7383177570093458,1.0,1.0,0.0,0.0,1.0,0.5,0.5714285714285714,0.5714285714285714,0.375,0.075,0.19852941176470565,0.41025641025641024,0.0,0.16666666666666666,0.375,0.3333333333333333,1.0,0.5,0.0,0.25,0.05555555555555555
1,0.40186915887850466,1.0,1.0,0.0,0.125,1.0,0.25000000000000056,0.5714285714285714,0.5714285714285714,1.0,0.075,0.8455882352941183,0.2564102564102564,0.2857142857142857,0.16666666666666666,0.40625,0.3333333333333333,0.25925925925925924,0.5,0.0,0.125,0.12962962962962962
0,0.6635514018691588,0.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,0.2708333333333333,0.7867647058823535,0.41025641025641024,1.0,0.3333333333333333,0.40625,0.0,0.5555555555555556,0.0,0.0,0.0,0.14814814814814814
1,0.06542056074766354,1.0,1.0,0.0,0.125,1.0,0.0,0.21428571428571427,0.14285714285714285,0.24,0.0,0.0,0.5982905982905983,0.0,0.16666666666666666,0.0,0.6666666666666666,0.14814814814814814,0.5,0.0,0.25,0.16666666666666666
0,0.6635514018691588,0.0,0.0,0.0,0.375,1.0,0.9999999999999994,0.8571428571428571,1.0,0.6265,0.125,0.6838235294117648,0.5641025641025641,0.5714285714285714,0.0,0.40625,1.0,0.0,0.5,0.0,0.0,0.18518518518518517
1,0.6635514018691588,1.0,1.0,0.0,0.125,1.0,0.25000000000000056,0.42857142857142855,0.5714285714285714,0.625,0.5,0.9779411764705886,0.41025641025641024,0.0,0.0,1.0,0.3333333333333333,0.5555555555555556,0.5,0.0,0.25,0.2037037037037037
1,0.5514018691588785,1.0,1.0,0.0,0.0,1.0,0.5,0.5714285714285714,0.5714285714285714,0.275,0.125,0.4485294117647057,0.41025641025641024,0.2857142857142857,0.0,0.375,1.0,0.5555555555555556,0.5,1.0,0.0,0.2222222222222222
1,0.4392523364485981,1.0,1.0,0.0,0.125,1.0,0.5,0.2857142857142857,0.2857142857142857,0.625,0.075,0.5220588235294114,0.41025641025641024,0.2857142857142857,0.16666666666666666,0.375,1.0,1.0,0.5,0.0,0.0,0.12962962962962962
0,0.5887850467289719,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,0.42857142857142855,1.0,0.2865,0.0,0.6691176470588239,0.5,0.5714285714285714,0.3333333333333333,0.375,1.0,0.4074074074074074,0.5,1.0,0.0,0.24074074074074073
1,0.8878504672897196,0.0,1.0,1.0,0.25,1.0,0.625,0.5714285714285714,0.5714285714285714,0.375,0.5,0.625,0.9743589743589743,0.5714285714285714,0.0,1.0,1.0,0.5555555555555556,0.5,0.0,0.0,0.25925925925925924
1,0.6635514018691588,0.0,1.0,0.0,0.0,1.0,0.5,0.5714285714285714,0.5714285714285714,0.475,0.275,0.2867647058823535,0.41025641025641024,0.2857142857142857,0.16666666666666666,0.625,1.0,0.5555555555555556,0.5,1.0,0.0,0.0
0,0.5514018691588785,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,0.42857142857142855,1.0,0.2865,0.0,0.6691176470588239,0.5,0.5714285714285714,0.3333333333333333,0.375,1.0,0.4074074074074074,0.5,1.0,0.0,0.24074074074074073
1,0.7383177570093458,0.0,0.0,0.0,0.25,1.0,0.5,0.5714285714285714,0.5714285714285714,0.625,0.1375,0.8161764705882352,0.41025641025641024,0.5714285714285714,0.0,0.625,1.0,0.5555555555555556,0.5,0.0,0.0,0.12962962962962962
1,0.5887850467289719,0.0,0.0,1.0,0.25,1.0,0.5,0.42857142857142855,0.5714285714285714,0.625,0.2791666666666667,0.625,0.41025641025641024,0.5714285714285714,0.0,1.0,1.0,0.5555555555555556,0.5,0.0,0.0,0.25925925925925924
1,0.6261682242990654,1.0,1.0,1.0,0.125,1.0,0.06250000000000028,0.42857142857142855,0.5714285714285714,0.625,0.1375,0.2720588235294113,0.41025641025641024,0.2857142857142857,0.0,0.625,1.0,0.5555555555555556,0.5,0.0,0.0,0.07407407407407407
1,0.8130841121495327,0.0,0.0,0.0,0.25,1.0,1.0,0.5714285714285714,0.5714285714285714,0.375,0.625,0.6691176470588239,0.41025641025641024,0.5714285714285714,0.0,0.40625,1.0,0.5555555555555556,0.5,0.0,0.0,0.2222222222222222
1,0.17757009345794392,1.0,1.0,0.0,0.125,1.0,0.0,0.42857142857142855,0.5714285714285714,0.125,0.0,0.0,0.2564102564102564,0.0,0.16666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.5,0.0,0.25,0.2777777777777778
1,0.14018691588785046,1.0,1.0,0.0,0.375,1.0,0.0,0.2857142857142857,0.2857142857142857,1.0,0.075,0.8455882352941183,0.6495726495726496,0.2857142857142857,0.0,0.0,0.3333333333333333,0.25925925925925924,0.5,0.0,0.25,0.2037037037037037
0,0.6635514018691588,0.0,0.0,1.0,0.0,1.0,1.0,0.5714285714285714,1.0,0.555,0.2791666666666667,0.7132352941176479,0.5641025641025641,0.5714285714285714,0.0,0.40625,1.0,1.0,0.5,0.0,0.0,0.25925925925925924
1,0.5514018691588785,1.0,0.0,0.0,0.125,1.0,0.5,0.2857142857142857,0.5714285714285714,0.625,0.125,0.375,0.2564102564102564,0.2857142857142857,0.0,0.40625,1.0,0.5555555555555556,0.5,0.0,0.125,0.1111111111111111
1,0.0,1.0,1.0,0.0,0.125,1.0,0.5,0.14285714285714285,0.14285714285714285,0.625,0.0,0.41911764705882393,0.2564102564102564,0.0,0.16666666666666666,0.0,0.3333333333333333,0.14814814814814814,0.5,0.0,0.125,0.25925925925925924
1,0.4766355140186916,1.0,1.0,0.0,0.0,1.0,0.5,0.2857142857142857,0.5714285714285714,0.625,0.1375,0.5220588235294114,0.41025641025641024,0.2857142857142857,0.0,0.40625,1.0,0.5555555555555556,0.5,0.0,0.0,0.09259259259259259
1,0.32710280373831774,1.0,1.0,0.0,0.125,1.0,0.375,0.2857142857142857,0.5714285714285714,0.625,0.0,0.38970588235294085,0.6324786324786325,0.0,0.0,0.0,1.0,0.5555555555555556,0.5,0.0,0.25,0.2962962962962963
1,0.514018691588785,0.0,0.0,0.0,0.0,1.0,0.25000000000000056,0.2857142857142857,0.2857142857142857,0.625,0.1375,0.5220588235294114,1.0,0.2857142857142857,0.0,0.40625,1.0,0.5555555555555556,0.5,0.0,0.0,0.1111111111111111
0,0.7009345794392523,1.0,0.0,1.0,0.0,1.0,1.0,0.42857142857142855,1.0,0.475,0.275,0.7279411764705886,0.4666666666666667,0.5714285714285714,0.3333333333333333,0.40625,1.0,0.4444444444444444,0.5,0.0,0.25,0.3148148148148148
1,0.8504672897196262,1.0,1.0,0.0,0.0,1.0,0.375,0.5714285714285714,0.5714285714285714,0.125,0.1375,0.2867647058823535,0.41025641025641024,0.0,0.16666666666666666,0.625,1.0,1.0,0.5,0.0,0.0,0.05555555555555555
1,0.8504672897196262,0.0,1.0,1.0,0.25,1.0,1.0,0.5714285714285714,0.5714285714285714,0.665,0.5,0.625,0.41025641025641024,0.5714285714285714,0.0,0.40625,1.0,1.0,0.5,0.0,0.0,0.25925925925925924
